# model=heuristic triples=9188 ents=523 rels=32
# metrics={'mrr': 0.0, 'hits_at_1': 0.0, 'hits_at_5': 0.0, 'hits_at_10': 0.0}
subject	predicate	object	score
SOD2	TREATS	disease_67	0.5681744404389253
phenotype_53	PREVENTS	gene_70	0.6343919917018154
chemical_79	MEASURES	hypertrophy	0.5126294926507816
gene_71	DISRUPTS	lisinopril	0.5697202973950972
phenotype_21	CONVERTS_TO	VEGFA	0.6007371989490105
oxidation	lower_than	phenotype_13	0.6636458005207715
gene_17	PART_OF	chemical_62	0.5337018055091501
chemical_37	INTERACTS_WITH	dysplasia	0.5632945335516357
gene_39	INTERACTS_WITH	chemical_79	0.4846060089614719
HMOX1	DIAGNOSES	chemical_31	0.5498442929657965
platelet aggregation	CONVERTS_TO	phenotype_74	0.6138519530473711
catechin	COMPLICATES	SNCA	0.5307895609433043
gene_38	CAUSES	phenotype_55	0.6035601517042155
acetylcholine	MEASURES	phenotype_37	0.519186869699962
adipogenesis	lower_than	chemical_25	0.5652851447830667
chemical_53	TREATS	gene_23	0.44358427650449905
chemical_41	PROCESS_OF	CAT	0.49251459456270064
gene_28	lower_than	phenotype_81	0.5193835054388043
phenotype_8	compared_with	chemical_76	0.6072945759981908
sclerosis	different_from	alkalosis	0.5083743267622111
disease_63	lower_than	calcification	0.4865966201929027
digoxin	ADMINISTERED_TO	LRRK2	0.5624376587337161
phenotype_50	MANAGES	chemical_66	0.6318099876905797
disease_39	COMPLICATES	thrombopoiesis	0.6160354625826485
gene_54	compared_with	chemical_53	0.5154912973096661
phenotype_81	COMPLICATES	disease_45	0.4783305445498617
oxidation	higher_than	chemical_25	0.5080090479448987
phenotype_41	ASSOCIATED_WITH	disease_50	0.6058497654857357
chemical_74	PRODUCES	sarcoma	0.5738833412077889
chemical_37	INTERACTS_WITH	phenotype_54	0.5305076483057342
gene_80	PRODUCES	disease_20	0.5476538330110677
clopidogrel	COMPLICATES	Alzheimer disease	0.5373469379924847
IL1B	USES	phenotype_2	0.5994995607004567
phenotype_62	PRACTICES	leukemia	0.5010923805216948
estrogen	lower_than	oxidative stress	0.5062687513404437
IL10	COMPLICATES	chemical_36	0.5701338232383864
ibuprofen	DISRUPTS	disease_85	0.5500481662475563
acetylation	ADMINISTERED_TO	chemical_25	0.47719175709437184
SNCA	OCCURS_IN	phenotype_21	0.5426864339681501
chemical_12	CO-OCCURS_WITH	gene_23	0.5456411615884762
CD8A	lower_than	metformin	0.5259408824879848
furosemide	USES	platelet aggregation	0.5208110361102928
LRRK2	same_as	gene_44	0.6566692861461677
hyperplasia	CONVERTS_TO	chemical_34	0.574507690752289
chemical_19	METHOD_OF	disease_71	0.4582448875590317
vitamin B12	ASSOCIATED_WITH	SOD2	0.5599481261414734
chemical_44	USES	methylation	0.625729068897178
ACE	MEASURES	phenotype_86	0.6306622795360275
disease_41	STIMULATES	disease_72	0.466232989747539
erythropoiesis	higher_than	gene_84	0.6260418348301445
MGST1	CAUSES	phenotype_40	0.511756873015691
ischemia	compared_with	phenotype_31	0.6663109694408137
sclerosis	compared_with	acidosis	0.5286060514080267
chemical_53	PART_OF	chemical_47	0.5140296743616091
chemical_49	AFFECTS	disease_73	0.5081389067805984
disease_67	COMPLICATES	insulin resistance	0.524232183894124
imatinib	different_from	gene_50	0.5214890808605718
cardiomyopathy	OCCURS_IN	disease_76	0.4902274175747074
chemical_76	lower_than	MMP9	0.63085891527487
bronchitis	INHIBITS	disease_43	0.47081685602672996
chemical_55	TREATS	chemical_61	0.48292853879958103
MMP9	PRODUCES	chemical_44	0.6394571116995923
myogenesis	compared_with	phenotype_62	0.5023765432113055
chemical_34	PRACTICES	IL1B	0.5535513969151373
disease_62	AFFECTS	MAPK1	0.5081389067805984
BRCA1	lower_than	disease_50	0.5980720300289684
disease_23	MEASURES	disease_32	0.4601704762573389
phenotype_13	MANAGES	phenotype_74	0.6711542499856616
chemical_45	CAUSES	embolism	0.4265109713763466
chemical_81	COMPLICATES	disease_53	0.504560052746583
DNA damage	DISRUPTS	epilepsy	0.6615235760836218
disease_45	AFFECTS	fibromyalgia	0.4360077592396147
gene_11	DIAGNOSES	metoprolol	0.5236147847690752
aneurysm	EXHIBITS	catechin	0.5642117433961868
disease_81	CONVERTS_TO	necrosis	0.5876224448506497
gastritis	DIAGNOSES	disease_34	0.5105000306707146
disease_0	DISRUPTS	chemical_76	0.47791701870657266
metformin	MEASURES	disease_84	0.4863999844540603
chemical_29	EXHIBITS	APOE	0.6101133827404491
gene_29	PRACTICES	gene_1	0.6912563149479244
BDNF	AFFECTS	glutamate	0.5278110379281393
chemical_38	INHIBITS	gene_18	0.4642594789775496
disease_36	AFFECTS	phenotype_4	0.5146962838297787
phenotype_58	PRODUCES	disease_58	0.5738833412077889
disease_62	CONVERTS_TO	chemical_34	0.5417208055063875
gene_83	CAUSES	disease_20	0.5051994959665106
gene_23	COMPLICATES	phenotype_61	0.6684944789760912
disease_48	COMPLICATES	phenotype_76	0.524232183894124
chemical_32	different_from	caffeine	0.528046457909752
disease_60	CONVERTS_TO	gene_8	0.5351634284572071
psoriasis	DISRUPTS	caffeine	0.5303760351000152
phenotype_44	STIMULATES	Alzheimer disease	0.5777083995836046
disease_50	CAUSES	HMOX1	0.5707732664583139
disease_82	USES	serotonin	0.5142536590611124
phenotype_39	PART_OF	TDP43	0.5730460678042321
vitamin D	CONVERTS_TO	phenotype_65	0.5417208055063875
disease_36	PROCESS_OF	chemical_42	0.49251459456270064
phenotype_56	LOCATION_OF	phenotype_91	0.6269676026877623
phenotype_71	DISRUPTS	gene_81	0.6025071826409989
phenotype_7	MANAGES	chemical_16	0.6121378565430388
disease_33	PRACTICES	chemical_68	0.4289612329807111
disease_41	CONVERTS_TO	embolism	0.5220486743588465
phenotype_80	MANAGES	gene_0	0.6449247417889403
disease_73	COMPLICATES	gene_80	0.6225928396318289
CAT	PREVENTS	imatinib	0.4507854343247662
caffeic acid	LOCATION_OF	disease_81	0.443361045310713
mTOR	CAUSES	disease_9	0.5445437582615926
chemical_67	CONVERTS_TO	disease_44	0.5023765432113055
gene_35	PART_OF	chemical_47	0.5992755760009534
disease_12	MANAGES	hypoxia	0.5334493319528748
phenotype_12	OCCURS_IN	chemical_13	0.5492438110173303
disease_28	PRACTICES	metaplasia	0.6125677903577603
chemical_83	PART_OF	gene_44	0.6320624612468551
tamoxifen	STIMULATES	gene_22	0.525249383190162
phenotype_77	DIAGNOSES	gene_11	0.6809918339494031
disease_36	INTERACTS_WITH	asthma	0.4846060089614719
gene_64	PRODUCES	AKT1	0.5542112100602481
disease_26	ADMINISTERED_TO	phenotype_46	0.5099786423402736
IFNG	PROCESS_OF	gene_59	0.5843178732512252
apoptosis	EXHIBITS	AKT1	0.6953592843797934
chemical_50	ASSOCIATED_WITH	disease_19	0.45503009335458816
gene_70	ADMINISTERED_TO	disease_68	0.5296507734878145
gene_40	METHOD_OF	phenotype_12	0.6484088219852612
gene_48	INHIBITS	protein misfolding	0.5626201347152545
gene_66	same_as	gene_64	0.6042102697527251
phenotype_85	DIAGNOSES	LRRK2	0.5236147847690752
heparin	METHOD_OF	chemical_12	0.5107039039524742
disease_48	INTERACTS_WITH	phenotype_35	0.5042781401090128
apoptosis	INTERACTS_WITH	necrosis	0.727228959781144
gene_62	LOCATION_OF	hypertrophy	0.6466397338353033
sclerosis	OCCURS_IN	CRP	0.562358565115691
osteoporosis	ASSOCIATED_WITH	phenotype_56	0.5402759949939324
disease_3	DISRUPTS	disease_44	0.4385727564114906
IL10	USES	disease_73	0.5994995607004567
chemical_51	USES	Parkinson disease	0.5011389049627518
gene_79	CO-OCCURS_WITH	phenotype_90	0.6505591943753615
phenotype_0	TREATS	chemical_8	0.5353875551930236
disease_1	same_as	phenotype_24	0.564866007457643
disease_65	ASSOCIATED_WITH	Parkinson disease	0.4091284540103259
acidosis	PRACTICES	anaplasia	0.5797809051118586
disease_20	different_from	MMP9	0.626407113647457
disease_62	INTERACTS_WITH	phenotype_66	0.628868304043439
testosterone	PRODUCES	arthritis	0.4558505543225432
dysplasia	INHIBITS	trastuzumab	0.5167184953709922
phenotype_82	COMPLICATES	disease_73	0.6029207084842879
gene_51	INTERACTS_WITH	metoprolol	0.530507648305734
chemical_58	PRACTICES	insulin	0.4814202493741538
curcumin	STIMULATES	chemical_9	0.42688872745245704
GABA	ASSOCIATED_WITH	mTOR	0.49437435564967014
CD8A	PART_OF	phenotype_51	0.5599313137058715
glutamate	LOCATION_OF	chemical_21	0.46303317645825404
SNCA	ASSOCIATED_WITH	colitis	0.4747022245021291
CXCL8	AFFECTS	disease_54	0.501581529731418
KRAS	MANAGES	phenotype_32	0.5465640860512354
disease_78	LOCATION_OF	chemical_57	0.4499184223598934
disease_64	CONVERTS_TO	disease_78	0.4892617891129448
chemical_76	compared_with	gene_47	0.5351634284572071
nephritis	INHIBITS	gene_13	0.5757348888136152
gene_18	CONVERTS_TO	phenotype_22	0.6007371989490103
heparin	same_as	furosemide	0.42716108942485614
ibuprofen	different_from	arthritis	0.4952595726638504
phenotype_16	COMPLICATES	HMOX1	0.5766912002875666
gene_60	PRACTICES	phenotype_70	0.5797809051118586
disease_1	EXHIBITS	phenotype_44	0.5642117433961868
chemical_70	INTERACTS_WITH	hepatitis	0.4911633860106521
eczema	ASSOCIATED_WITH	disease_34	0.44847271630540786
SOD2	MANAGES	disease_64	0.6318099876905797
GPX1	PREVENTS	gene_29	0.6409493687509957
gene_0	MANAGES	disease_39	0.6121378565430386
gene_32	different_from	disease_89	0.5477185890572931
phenotype_91	CONVERTS_TO	disease_57	0.5810650678014694
ACE	PRODUCES	GPX1	0.6263423576012316
ischemia	DISRUPTS	phenotype_34	0.6418514449360808
fish oil	STIMULATES	thrombosis	0.4793477438458997
disease_47	compared_with	phenotype_91	0.5613929366539284
chemical_52	OCCURS_IN	sarcoma	0.6148175815091337
chemical_51	PRODUCES	gene_44	0.6591292428471333
fibromyalgia	METHOD_OF	chemical_56	0.5762776744442776
disease_78	COMPLICATES	heparin	0.44554365930396
chemical_51	TREATS	phenotype_24	0.5944039486356466
chemical_69	MANAGES	autophagy	0.5268919549036944
sepsis	USES	gene_18	0.4617946426676699
gene_31	LOCATION_OF	gene_22	0.6925413731795655
phenotype_73	ADMINISTERED_TO	gene_73	0.6017819210287981
gene_5	PRACTICES	melanoma	0.4945350034725144
CD8A	ADMINISTERED_TO	chemical_15	0.47063438004519154
diabetes	MANAGES	myogenesis	0.5334493319528748
phenotype_9	higher_than	disease_10	0.5539106872891608
Parkin	DIAGNOSES	gene_59	0.6875492109985833
dopamine	ASSOCIATED_WITH	phenotype_8	0.5599481261414733
gene_78	lower_than	disease_28	0.552170390684706
disease_9	PART_OF	platelet aggregation	0.5664886907550517
neurodifferentiation	PREVENTS	phenotype_39	0.5622608441608318
chemical_63	same_as	phenotype_32	0.5451938763101021
CXCL8	METHOD_OF	gene_72	0.6025071826409988
disease_4	OCCURS_IN	disease_44	0.4771126634763468
gene_17	METHOD_OF	metformin	0.5762776744442776
leukopoiesis	CONVERTS_TO	disease_55	0.6269667071457318
chemical_52	compared_with	adipogenesis	0.6204093300965514
disease_30	ADMINISTERED_TO	TDP43	0.5493229046353555
disease_19	LOCATION_OF	estrogen	0.4892626846549754
chemical_49	EXHIBITS	lymphoma	0.46585108765848193
NFKB1	PRODUCES	chemical_23	0.6001128494045104
glycosylation	CO-OCCURS_WITH	amlodipine	0.5259690304409352
acetylation	TREATS	PSEN2	0.6665350961766302
gene_0	same_as	phenotype_39	0.6369971549986266
phenotype_79	PART_OF	chemical_8	0.5140296743616091
migraine	compared_with	MAPK1	0.5023765432113055
chemical_12	lower_than	chemical_70	0.5652851447830667
testosterone	STIMULATES	chemical_80	0.49901987499344064
chemical_41	EXHIBITS	gene_0	0.5248674811011049
Alzheimer disease	TREATS	colitis	0.5616170633897449
disease_41	higher_than	phenotype_34	0.6325992118793248
disease_89	COMPLICATES	gene_7	0.5635764461892059
gene_30	PREVENTS	gene_42	0.6934083851444384
acetylation	PART_OF	disease_70	0.46812803501734684
gene_38	METHOD_OF	gene_14	0.6090645596901793
MAPK1	OCCURS_IN	hepatitis	0.5098995487222484
chemical_2	ADMINISTERED_TO	phenotype_79	0.4837491341435522
gene_79	STIMULATES	lupus	0.5318067602393424
CD8A	LOCATION_OF	furosemide	0.4761479305566147
phenotype_32	PREVENTS	disease_22	0.5491460900624712
chemical_42	compared_with	chemical_50	0.5089339202604858
metformin	compared_with	gene_38	0.5876224448506497
GSTP1	STIMULATES	gene_59	0.6170526618786867
chemical_51	PART_OF	disease_44	0.5664886907550517
vitamin B12	PREVENTS	neurogenesis	0.5425887130132908
disease_7	ASSOCIATED_WITH	STAT3	0.49437435564967014
estrogen	OCCURS_IN	phenotype_14	0.6476044667550354
chemical_12	METHOD_OF	disease_52	0.5107039039524742
atorvastatin	PRODUCES	disease_61	0.4361784231750021
PSEN2	MANAGES	acetylcholine	0.6645968729364813
vitamin B12	ASSOCIATED_WITH	ibuprofen	0.5009317326988504
gene_1	PROCESS_OF	disease_49	0.5384162339069629
phenotype_44	DIAGNOSES	chemical_5	0.5236147847690752
disease_82	compared_with	gene_59	0.5089339202604858
chemical_70	DIAGNOSES	chemical_4	0.5236147847690752
hyperplasia	MANAGES	gene_83	0.6318099876905797
chemical_38	MEASURES	phenotype_55	0.5650885090442241
Parkinson disease	PREVENTS	phosphorylation	0.5098018277673891
disease_89	same_as	gene_55	0.5714233845068234
gastritis	COMPLICATES	chemical_44	0.5635764461892059
chemical_60	EXHIBITS	acetylcholine	0.5707691204453672
disease_6	PRACTICES	gene_1	0.5994530362593997
gene_58	STIMULATES	arthritis	0.45311823564917836
catechin	PROCESS_OF	disease_6	0.5449736109561433
disease_57	COMPLICATES	disease_9	0.5570190691400256
chemical_69	INHIBITS	chemical_73	0.48393161012509056
gene_74	PRODUCES	chemical_55	0.5410964559618875
phenotype_67	MANAGES	disease_46	0.5334493319528748
disease_23	AFFECTS	asthma	0.442565136288795
glioma	higher_than	chemical_12	0.5211238020432593
gene_41	COMPLICATES	phenotype_9	0.6160354625826485
gene_77	STIMULATES	heparin	0.5055772520426209
gene_40	higher_than	gene_77	0.6785008512235872
NFKB1	CAUSES	phenotype_73	0.6494617910484779
gene_69	MANAGES	gene_54	0.5531214631004158
gene_8	lower_than	asthma	0.5390556365863453
phenotype_29	PREVENTS	insulin	0.5753755982591925
diabetes	different_from	SOD1	0.6132923595490963
gene_44	INTERACTS_WITH	chemical_46	0.6091961728958981
chemical_63	OCCURS_IN	disease_44	0.5098995487222484
phenotype_48	CONVERTS_TO	phenotype_45	0.6072945759981907
disease_37	PART_OF	PIK3CA	0.6123903300993141
gene_77	METHOD_OF	HMOX1	0.6287366908377202
GPX1	METHOD_OF	chemical_74	0.5697202973950972
fibrosis	MANAGES	disease_81	0.6908263811332026
PSEN2	INHIBITS	gene_53	0.7068824297972218
disease_66	compared_with	disease_42	0.4499175268178629
phenotype_31	PROCESS_OF	phenotype_79	0.6498916437430285
neurodifferentiation	PART_OF	phenotype_7	0.6648493464927566
disease_19	STIMULATES	gene_44	0.584265776632785
phenotype_51	CAUSES	adipogenesis	0.6232322828517566
disease_88	different_from	neuropathy	0.587062851352375
lisinopril	USES	disease_48	0.4880241508643912
gene_20	PRACTICES	phenotype_57	0.7568300854397275
disease_16	compared_with	metaplasia	0.6597535923916334
disease_35	INTERACTS_WITH	disease_21	0.41247486142048817
serotonin	CAUSES	chemical_75	0.5314290041632319
disease_76	PRODUCES	angiogenesis	0.5279817018635268
phenotype_21	OCCURS_IN	carcinoma	0.5754733192140518
phenotype_58	INHIBITS	phenotype_6	0.6085217740595168
gene_35	INTERACTS_WITH	chemical_75	0.5305076483057342
catechin	compared_with	chemical_27	0.4958191661621252
phenotype_66	PRACTICES	disease_86	0.5535513969151373
gene_56	CAUSES	glutamate	0.5511011353107729
vitamin E	USES	gene_79	0.6716307082414403
PIK3CA	PROCESS_OF	gene_68	0.7154654142348319
chemical_49	CAUSES	phenotype_78	0.5183142500648712
disease_45	MEASURES	SOD1	0.5388590008475029
caffeic acid	INHIBITS	gene_11	0.45770210192836924
glioma	ASSOCIATED_WITH	disease_1	0.44191533925622756
chemical_74	USES	phenotype_33	0.6191716918479977
gene_36	ADMINISTERED_TO	chemical_75	0.6017819210287981
resveratrol	higher_than	chemical_73	0.5473533102399806
disease_34	INTERACTS_WITH	chemical_36	0.47149125486311116
CRP	LOCATION_OF	phenotype_16	0.600738094491041
phenotype_83	OCCURS_IN	gene_81	0.7262929913451992
chemical_37	PRODUCES	disease_89	0.5083095707159857
APOE	PRODUCES	disease_65	0.6263423576012316
chemical_30	PROCESS_OF	phenotype_77	0.6367768896446678
gene_42	DIAGNOSES	disease_33	0.5236147847690752
gene_41	CONVERTS_TO	chemical_39	0.5023765432113054
vitamin B12	COMPLICATES	disease_2	0.49800267569740264
disease_60	compared_with	IL10	0.5810650678014695
pancreatitis	different_from	platelet aggregation	0.5346038349589324
gene_53	higher_than	pantoprazole	0.5473533102399806
phenotype_7	DISRUPTS	calcification	0.6943104613295236
chemical_12	METHOD_OF	phenotype_10	0.6549661990344415
chemical_49	CAUSES	gene_69	0.49208474186814993
metformin	STIMULATES	phenotype_68	0.525249383190162
STAT3	LOCATION_OF	gene_15	0.6466397338353034
chemical_49	PRODUCES	chemical_78	0.48863743956844474
gene_66	PART_OF	fibrosis	0.7566526251812812
oxidative stress	PROCESS_OF	phenotype_49	0.6039900043987663
INS	EXHIBITS	phenotype_20	0.5969986286420885
APP	STIMULATES	phenotype_5	0.6563969241737686
furosemide	USES	FOXP3	0.46835201971685025
GPX1	USES	gene_68	0.6585159541430796
disease_83	DISRUPTS	glioma	0.4123432482147693
metaplasia	PART_OF	vitamin E	0.7107509858370189
Parkinson disease	ADMINISTERED_TO	erythropoiesis	0.5689950357828965
magnesium	PART_OF	adipogenesis	0.6582919694435764
gene_84	MEASURES	gene_33	0.5126294926507817
disease_72	USES	insulin	0.4880241508643912
disease_15	same_as	phenotype_0	0.5189643681133808
disease_89	DIAGNOSES	phenotype_27	0.5498442929657965
osteoblastogenesis	STIMULATES	phenotype_73	0.5908231536819653
chemical_60	higher_than	gene_19	0.6719434741744068
glioma	ADMINISTERED_TO	phenotype_20	0.49686388824191285
chemical_44	compared_with	TNF	0.6072945759981908
MYC	CAUSES	vitamin E	0.6297896599009368
ibuprofen	DISRUPTS	disease_72	0.5303760351000153
phenotype_16	DIAGNOSES	gene_72	0.5957459323100588
Alzheimer disease	INTERACTS_WITH	chemical_14	0.5173928942073734
chemical_24	DIAGNOSES	MGST1	0.5301721618182555
phenotype_74	PRACTICES	phenotype_41	0.6387972985544818
cancer	CONVERTS_TO	CAT	0.5154912973096661
gene_45	lower_than	phenotype_73	0.5980720300289684
phenotype_43	LOCATION_OF	vitamin C	0.4761479305566147
disease_79	higher_than	GSTP1	0.5735828184367019
disease_13	ASSOCIATED_WITH	phenotype_38	0.573062880239834
chemical_32	CO-OCCURS_WITH	chemical_59	0.5456411615884762
lithium	DISRUPTS	disease_55	0.5434907891983759
phenotype_32	same_as	metformin	0.5583086304084628
chemical_72	METHOD_OF	chemical_21	0.504146526903294
glutamate	CONVERTS_TO	disease_17	0.5089339202604858
PTEN	CAUSES	gene_16	0.5838880205566745
methylation	OCCURS_IN	phenotype_68	0.6410470897058551
phenotype_24	OCCURS_IN	cirrhosis	0.5689159421648713
chemical_25	CO-OCCURS_WITH	metaplasia	0.6046575550310992
chemical_48	MEASURES	estrogen	0.4339409680606177
phenotype_5	ASSOCIATED_WITH	chemical_29	0.5074891097480307
disease_75	INTERACTS_WITH	disease_28	0.4059174843713079
caffeic acid	USES	neuropathy	0.5208110361102928
disease_10	EXHIBITS	MGST1	0.505195349953564
KRAS	OCCURS_IN	disease_89	0.49678479462388775
chemical_83	INHIBITS	chemical_32	0.5167184953709922
chemical_41	MEASURES	phenotype_2	0.47984260740488
phenotype_31	ASSOCIATED_WITH	gene_82	0.6255218966332766
phenotype_90	higher_than	clopidogrel	0.5211238020432593
hyperplasia	lower_than	phenotype_79	0.5980720300289681
disease_47	OCCURS_IN	chemical_35	0.5098995487222484
osteoporosis	CO-OCCURS_WITH	gene_35	0.5521985386376566
chemical_83	DIAGNOSES	SOD1	0.5826311782116982
phenotype_14	ASSOCIATED_WITH	omega-3	0.5402759949939324
gene_71	TREATS	myogenesis	0.522272801094663
disease_13	MEASURES	disease_76	0.5126294926507817
chemical_16	TREATS	heparin	0.41735476830777773
gene_70	CONVERTS_TO	disease_55	0.6204093300965514
chemical_44	AFFECTS	gene_75	0.5409257920264999
diabetes	COMPLICATES	disease_39	0.5701338232383862
gene_31	OCCURS_IN	GSTP1	0.7066208601976582
disease_72	LOCATION_OF	phenotype_55	0.5482790780975983
disease_21	INHIBITS	disease_9	0.43147259373164804
phenotype_90	DISRUPTS	Raynaud phenomenon	0.6090645596901793
chemical_85	AFFECTS	disease_29	0.4032208739937131
MAPK1	TREATS	disease_22	0.5288301781438433
chemical_71	LOCATION_OF	disease_25	0.48926268465497535
hyperplasia	DIAGNOSES	inflammation	0.7334508503428457
phenotype_90	CAUSES	gene_40	0.6101175287533959
chemical_42	INHIBITS	gene_30	0.6544234134037792
disease_65	EXHIBITS	IL10	0.5707691204453672
chemical_46	DISRUPTS	phenotype_57	0.6221793137885399
phenotype_38	LOCATION_OF	gene_19	0.6990987502287459
phenotype_86	INHIBITS	disease_11	0.4642594789775496
disease_3	COMPLICATES	cirrhosis	0.43898628225477976
autophagy	OCCURS_IN	gene_17	0.5885880733124123
MAPK1	COMPLICATES	phenotype_27	0.5766912002875666
phenotype_67	PRACTICES	phenotype_30	0.645354675603662
ACE	CAUSES	Raynaud phenomenon	0.6035601517042155
embolism	DIAGNOSES	GABA	0.4514836372280916
phenotype_42	OCCURS_IN	disease_65	0.5951454503615927
chemical_33	higher_than	phenotype_64	0.6063697036826036
disease_65	CAUSES	phenotype_15	0.5051994959665106
disease_69	EXHIBITS	gene_66	0.505195349953564
insulin resistance	different_from	phenotype_3	0.6526366218441784
phenotype_1	CAUSES	disease_75	0.5576585123599532
phenotype_50	METHOD_OF	inflammation	0.7664416088705072
gene_56	compared_with	chemical_30	0.5810650678014695
chemical_27	PROCESS_OF	lisinopril	0.4662850863659793
disease_27	MEASURES	phenotype_56	0.5388590008475029
disease_2	MEASURES	gene_20	0.6568917877327489
cardiomyopathy	PRACTICES	gene_32	0.5404366428167767
